Time_created,Tweet,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiments
2022-01-23 23:59:07+00:00,b'RT @galimgim_projkt: My first NFT collection on #hicetnunc\n\nCheck all these works here:\nhttps://t.co/oYZxfLlSqg\nhttps://t.co/O6udqLnBN4\n\n#N\xe2\x80\xa6',first collection works,first,first collection work
2022-01-23 23:59:07+00:00,"b'RT @JimmyCrypto888: FREE NFT GIVEAWAY \n\nJust drop your $ETH address, RT &amp; Follow me https://t.co/lwLUEZ93cd'",free giveaway drop address amp follow,free,free giveaway drop address amp follow
2022-01-23 23:59:07+00:00,"b""RT @Julianito_US: Super happy I won a @samotclub NFT ! Thank you guys \xf0\x9f\x8e\x89\nBest Xmas ever since I didn't get any yet (isolating because of Cov\xe2\x80\xa6""",'' super happy thank guys ever since get yet isolating '',happy,'' super happy thank guy ever since get yet isolating ``
2022-01-23 23:59:07+00:00,b'@NFTCompanyy If your looking for your next nft purchase look no further &amp; check out my beautiful #TrippyButtHoles collection. \n\xf0\x9f\x94\xa5IRREVERENT \n\xf0\x9f\x94\xa5NON DERIVATIVE \n\xf0\x9f\x94\xa5APART OF NFT HISTORY \n\xf0\x9f\x94\xa5DISTINCTIVE \n\nThese are unique pieces of beautiful butthole art. \n#TrippyButtHoles \nITS JUST THE BEGINNING\xf0\x9f\x94\xa5 https://t.co/0ueJe1vK90',looking next purchase look amp check beautiful collection derivative history unique pieces beautiful art,next beautiful derivative unique beautiful,looking next purchase look amp check beautiful collection derivative history unique piece beautiful art
2022-01-23 23:59:07+00:00,"b'Even this baby knows what\xe2\x80\x99s up, so how about you #crypto and #nft haters learn a bit before saying shit https://t.co/ZC6xYOzdYi'",baby knows learn bit saying shit,learn,baby know learn bit saying shit
2022-01-23 23:59:07+00:00,b'#crypto #opensea #NFT #NFTs #NFTCommunity  #polygonNFT #Ethereum #OpenSeaNFT #ApeFollowApe #NFTGiveaway #polygonape  \n@opensea #nftcollector #nftart  #BAYC \n@neymarjr #ApeGang #ape\n BULLISH RIGHT COLLECTION \nNFT IS HOLDING BAYC\nLETSGO POLYGON 0.015 eth https://t.co/G4zia3jBXK',bullish right collection holding,bullish right,bullish right collection holding
2022-01-23 23:59:07+00:00,"b'RT @Bang_Garr: || 150 USD || 2,1 JUTA IDR || \n|| one winner || Garangan 01 ||\n\nRetweet, follow me and\n\nFollow: @Block_Monsters\n\nWinner will\xe2\x80\xa6'",one winner follow,,one winner follow
2022-01-23 23:59:07+00:00,b'RT @vinst_NFT: \xe2\x9a\xa1\xef\xb8\x8f#NFTGiveaway \xe2\x9a\xa1\xef\xb8\x8f\n\xf0\x9f\x8e\x813x Free #NFTs  \xf0\x9f\x8e\x81\nWorth (3.6 SOL) ~ 370$\n\nTo Enter \xe2\xa4\xb5\xef\xb8\x8f\n1\xe2\x83\xa3 Follow me &amp; @tiexohq \n2\xe2\x83\xa3 RT \xf0\x9f\x94\x83 &amp; Like \xe2\x99\xa5\xef\xb8\x8f\n3\xe2\x83\xa3 Tag 3\xe2\x80\xa6',free enter follow amp amp like tag,free,free enter follow amp amp like tag
2022-01-23 23:59:07+00:00,b'RT @vlphv_: BHUTAN BOIZ #tezos #NFT collection has officially been listed with the first 3 pieces now available on @objktcom \n\nAHH ABSOLUTE\xe2\x80\xa6',collection officially listed first pieces available,first available,collection officially listed first piece available
2022-01-23 23:59:07+00:00,"b""RT @Eina_hpets85: .@ArtPunksNFT is about to moon. If you haven't picked one up yet, now is time. So many amazing punk/artist combos availab\xe2\x80\xa6""",'' moon picked one yet time many amazing '',many,'' moon picked one yet time many amazing ``
2022-01-23 23:59:07+00:00,b'RT @vennegoor03: @nftfred4u Baller Bears NFT @Ballerbearsnft \nStake your bears to earn 10 honey tokens per bear each day. :) \xf0\x9f\x90\xbb\xf0\x9f\x8d\xaf\n#ballerbear\xe2\x80\xa6',bears bears earn honey tokens per bear day,,bear bear earn honey token per bear day
2022-01-23 23:59:06+00:00,"b""RT @Grumpy_Pandaz: Do you know what makes us different from other NFTs? \xf0\x9f\x90\xbc\n\nIt's that we are not tied to any other crypto-currency but to ou\xe2\x80\xa6""",'' know makes us different tied '',different,'' know make u different tied ``
2022-01-23 23:59:06+00:00,"b'The goal of CrypticBurgers is (yes we admit) to be a successful venture from a financial point of view, but we also want a percentage of proceeds to go to charities fighting food poverty across the globe. \n\n#nft #NFTartists #NFTCommumity'",goal yes admit successful venture financial point view also want percentage proceeds go charities fighting food poverty across globe,successful financial,goal yes admit successful venture financial point view also want percentage proceeds go charity fighting food poverty across globe
2022-01-23 23:59:06+00:00,b'@LobsterBC Check out our Synthetic Souls NFT Collection \nhttps://t.co/dO7A4IWHFA\n\n1/1 - 0.5 ETH\n\n #hjfilmworld #NFTs #Cryptoart #NFTartist #NFTdrop #rarible #raribleNFT #artworks #crypto #nftcollector #nftcollectibles #nftcommunity #photography https://t.co/5Tq85rILpg',check synthetic souls collection photography,synthetic,check synthetic soul collection photography
2022-01-23 23:59:06+00:00,"b'RT @spellfireccg: \xe2\x9a\xa1\xef\xb8\x8f #Spellfire Presents \xe2\x9c\xa8\n\nThe $8,000 NFT #Giveaway &amp; $2000 Token #Airdrop \xf0\x9f\x92\xb8\xf0\x9f\x92\xb0\n \nPrizes \xe2\xac\x87\xef\xb8\x8f \n-$8,000 in Original #NFT cards\xe2\x80\xa6'",presents giveaway amp token original,amp token,present giveaway amp token original
2022-01-23 23:59:06+00:00,"b'RT @Ancient8_gg: \xf0\x9f\x8e\x89 This is the #NFT Whitelist Campaign you have been waiting for!\n\nIn being an early supporter of #Ancient8, you will get W\xe2\x80\xa6'",campaign waiting early supporter ancient get,early,campaign waiting early supporter ancient get
2022-01-23 23:59:06+00:00,b'RT @NFTLEMON_: \xf0\x9f\x94\x94#NFTGiveaway\xf0\x9f\x94\x94\n\n\xf0\x9f\x8e\x81 x5 Unique MetaBugs #NFT \xf0\x9f\xaa\xb2\n\xf0\x9f\x8e\x81 x10 WL Spots for this amazing project \xf0\x9f\x90\x9b\n\nStay tuned \xf0\x9f\x91\x80\n\n\xe2\x9d\x95Rules :\n\n1\xef\xb8\x8f\xe2\x83\xa3 Follow me\xe2\x80\xa6',unique spots amazing project tuned follow,unique follow,unique spot amazing project tuned follow
2022-01-23 23:59:06+00:00,b'RT @FearSplashy: \xf0\x9f\x83\x8f Ace Of Apes \xf0\x9f\x83\x8f \n#nftgiveaway #NFT #NFTs \n \n@aceofapes are starting to pick up some traction! They are innovators in the N\xe2\x80\xa6',ace starting pick innovators,pick,ace starting pick innovator
2022-01-23 23:59:06+00:00,b'RT @Brother_nfts: \xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x94\xa5SEX NFT Giveaway\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x94\xa5\n\nx1 SEX #NFT\n\nRules:\n1\xef\xb8\x8f\xe2\x83\xa3 Follow @sex_nft\n2\xef\xb8\x8f\xe2\x83\xa3 \xe2\x9d\xa4\xef\xb8\x8f &amp; RT\n3\xef\xb8\x8f\xe2\x83\xa3 Tag 3+ Friends\n 4\xe2\x83\xa3 Join https://t.co/Ou\xe2\x80\xa6',sex follow amp tag join,,sex follow amp tag join
2022-01-23 23:59:06+00:00,"b'@CryptoProject6 @polker_PKR In the game, there are two types of tokens: #PolkerPKR and #PolkerPKR  There is, of course, NFT. Which of these will serve as game governance tokens and which will serve as in-game currency? Is it necessary to have #PolkerPKR and #PolkerPKR as well as NFT, to start the game?'",game two types tokens course serve game tokens serve currency necessary well start game,necessary,game two type token course serve game token serve currency necessary well start game
2022-01-23 23:59:06+00:00,b'RT @jf_nft: Thank you to my friend @seanonolennon for this OG NFT @Crypto_Skulls. I had to return the favor with one of my rare @0xClayling\xe2\x80\xa6',thank friend return favor one rare,,thank friend return favor one rare
2022-01-23 23:59:06+00:00,b'RT @jimboslicer69: I AM GIVING AWAY AN S2 TOP SHOT MOMENT TO A RANDOM PERSON THAT RTs THIS.....lets spread this EPIC news! Congrats @Matt_s\xe2\x80\xa6',giving away top shot moment random person lets spread epic news,top random epic,giving away top shot moment random person let spread epic news
2022-01-23 23:59:05+00:00,"b'When early investors on @CocktailbarCOC make so much money they don\xe2\x80\x99t know what to do with it. You want this lifestyle? Don\xe2\x80\x99t let your mind control you, instead you control your mind. Be your own advocate of your financial freedom. #COCARMY #Shiba #doge #ShibDoge #NFT #Metaverse https://t.co/N58wPCIngF'",early investors make much money know want let mind control instead control mind advocate financial freedom,early much let financial,early investor make much money know want let mind control instead control mind advocate financial freedom
2022-01-23 23:59:05+00:00,"b""RT @BabyApeBoneYS: #NFTGiveaway \xf0\x9f\x8e\x81Let's Celebrate with our 800+ BABYS holders\xf0\x9f\xa5\xb3\n\nWe select\xf0\x9f\x8f\x86 5 Winners.\n\nTo Enter:\n\xf0\x9f\x91\x89 Must hold #BABYS NFT\n\xf0\x9f\x91\x89 Fo\xe2\x80\xa6""",'' celebrate enter must hold '',,'' celebrate enter must hold ``
2022-01-23 23:59:05+00:00,b'This among many other reasons is why autonomous vehicles will not be commonplace on our lifetimes. @NFT_Justin @CryptoJChains https://t.co/pz3VLDHgta',among many reasons vehicles commonplace,many,among many reason vehicle commonplace
2022-01-23 23:59:05+00:00,"b'RT @LocoMetaGlobal: Dear pasengers, we have started a whitelist event before our train starts to its journey! You may find detailed informa\xe2\x80\xa6'",dear started event train starts journey may find detailed,detailed,dear started event train start journey may find detailed
2022-01-23 23:59:05+00:00,b'RT @metahousenft: The time to grab your MetaHouse has finally arrived. Do it fast before they all sell out.\n\nPublic mint is on our website\xe2\x80\xa6',time grab finally arrived fast sell mint,sell,time grab finally arrived fast sell mint
2022-01-23 23:59:05+00:00,b'RT @WavePunks_NFT: \xf0\x9f\x94\x94#NFTGiveaway\xf0\x9f\x94\x94\n\n1 x Stoned Jungle #NFT \xf0\x9f\x8d\x83\n(Worth 0.1 #ETH  = 350$ \xf0\x9f\x93\x88)\n&amp; 10 x WL Spots \xf0\x9f\x91\x80\n\n\xe2\x9d\x95Rules :\n\n1\xef\xb8\x8f\xe2\x83\xa3 Follow Me + @Stoned\xe2\x80\xa6',stoned jungle worth amp spots follow,amp,stoned jungle worth amp spot follow
2022-01-23 23:59:05+00:00,"b'RT @Nakamoto_fish: Based on the essence of free exploration games: fishing, combined with metaverse + NFT + GameFi technology.\n\n\xe2\x9e\xa1 https://t\xe2\x80\xa6'",based essence free exploration games fishing combined,free,based essence free exploration game fishing combined
2022-01-23 23:59:05+00:00,b'Going faster with #TeslaDoge \nWe are doing presale today at @pinkecosystem \nJust follow our journey of an awesome development to pick up our dreams...\n\n#crypto #NFT https://t.co/PyzGe98ftx',faster today follow journey awesome development pick dreams,,faster today follow journey awesome development pick dream
2022-01-23 23:59:04+00:00,b'Check out my #NFT collection of #NonsuchPark https://t.co/zN9vT90Ssj\n\n#nftcollectors #NFTCommunity #NFTGiveaways #NFTdrop #NFTartist #NFTphotographers #nftphotography #nftphotographer #NFTprojects #NFTphotograph #nfts #NFTshill #photography #art #nonfungible #nonfungibletokens https://t.co/c3osTD6JNR',collection photography art,,collection photography art
2022-01-23 23:59:04+00:00,b'RT @ImortalEntities: Official mint times are here!\n\nWhitelisted users: January 24th 2022 at 12:30pm EST\n\nNot whitelisted users: January 24t\xe2\x80\xa6',official mint times users users,official,official mint time user user
2022-01-23 23:59:04+00:00,b'RT @LeleElizabeth: Drawing a new #nft https://t.co/Jl3QAs9EUh',drawing new,new,drawing new
2022-01-23 23:59:04+00:00,b'RT @hunterdotgame: \xe2\x9a\xa1\xef\xb8\x8fFLASH DISCORD GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x8e\x895 WL &amp; ETH contest in Discord everyday!! \xf0\x9f\x8e\x89\n\nJoin Discord\xf0\x9f\x91\x87 to WIN: \nhttps://t.co/ZKKjWlilqM\xe2\x80\xa6',discord amp contest discord everyday win,,discord amp contest discord everyday win
2022-01-23 23:59:04+00:00,b'RT @magic_of_shroom: What shall I name this undesirable?\nWhat shall I do with it?\nComment \nLike\nFollow\nGot plenty more coming \xf0\x9f\x98\x88\xf0\x9f\x8d\x84\n#NFT #NFTG\xe2\x80\xa6',shall name undesirable shall plenty coming,undesirable,shall name undesirable shall plenty coming
2022-01-23 23:59:04+00:00,b'RT @investinthefut5: Got my ultraminer! @BMC_NFT RIP to my two OG Miners \xf0\x9f\x99\x8f https://t.co/0oXkORVlYb',got rip two miners,rip,got rip two miner
2022-01-23 23:59:04+00:00,b'Moots tri explain nft to Mm n Mm so confuse',explain mm mm confuse,,explain mm mm confuse
2022-01-23 23:59:04+00:00,b'RT @xrpstik: ..looking for good news?\n\n\xf0\x9f\x8e\x89NEW xSTIK #NFT #SUPERHERO IS HERE!\xf0\x9f\xa6\x84\n\n\xf0\x9f\x8c\x88Legendary Tier boss xUNIQSTIK rides the #HAPPY #TREND\xf0\x9f\x94\xa5\n\n#xSTI\xe2\x80\xa6',looking good news boss rides happy,good happy,looking good news bos ride happy
2022-01-23 23:59:04+00:00,b'RT @BellatorNft: Let\xe2\x80\x99s buy some #NFTs since ETH is low \xe2\xac\x87\xef\xb8\x8f\nDrop your best #NFT under 2 ETH\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb',buy since low best,low,buy since low best
2022-01-23 23:59:04+00:00,"b""RT @VoltNFT: In celebration of our Roadmap, pre-sale, and reveal we're giving away 3 free NFTs\nand 3 whitelist\n\nHow to enter \xe2\xac\x87\xef\xb8\x8f\n\n1. Follow\xe2\x80\xa6""",'' celebration reveal giving away free enter '',free,'' celebration reveal giving away free enter ``
2022-01-23 23:59:04+00:00,"b'RT @Bang_Garr: || 150 USD || 2,1 JUTA IDR || \n|| one winner || Garangan 01 ||\n\nRetweet, follow me and\n\nFollow: @Block_Monsters\n\nWinner will\xe2\x80\xa6'",one winner follow,,one winner follow
2022-01-23 23:59:04+00:00,b'RT @ibcig: Recent updates by @bloktopia \n\n\xf0\x9f\x94\xb7 $BPAD token is set to launch on 28th Jan 2022 on https://t.co/13liUCgLbn \n\n\xf0\x9f\x94\xb7 Existing $Blok hol\xe2\x80\xa6',recent token set launch existing,recent,recent token set launch existing
2022-01-23 23:59:04+00:00,b'RT @yoniartnft: #xrp #xrpl #nft #nftart #yoniverse $yonix https://t.co/bKhu3dSPHz',,,
2022-01-23 23:59:04+00:00,"b'RT @Un1_qu3e: now on @rarible \n\nThese NFT are not for everyone, they are unique, rare and unrepeatable.\n#NFTCollection  #GOLDNFT #NFTProjec\xe2\x80\xa6'",everyone unique rare,unique,everyone unique rare
2022-01-23 23:59:04+00:00,b'RT @SpaceFrens_NFT: First 5000 to Retweet and Follow get a Whitelist chance. \n\nTag a fren (For bonus Entry)\n\n#nft #nftart #NFTGiveaway  #NF\xe2\x80\xa6',first follow get chance bonus entry,follow,first follow get chance bonus entry
2022-01-23 23:59:03+00:00,b'RT @syarprukenshin: Just update the price for these 3 to:\n0.01 bnb\n\n@pentas_io\n\ncome2 adopt him!!!\n#nft #nftcollector #NFTFam #cryptoart #M\xe2\x80\xa6',update price adopt,update,update price adopt
2022-01-23 23:59:03+00:00,b'RT @MashBrettato: GIVEAWAY COLLAB \xf0\x9f\x9a\xa8 \n\n\xf0\x9f\x91\xbb Peekaboo! Boobles... \n\nWe are thrilled to announce this Collab with @peekaboosnft ! \xf0\x9f\x91\xbb \n\n\xf0\x9f\x8e\x89 WIN 3 WL\xe2\x80\xa6',giveaway thrilled announce win,,giveaway thrilled announce win
2022-01-23 23:59:03+00:00,b'RT @PixelYacht: First 200 people who Follow + RT will be accepted into our club immediately \xf0\x9f\xa6\x8d\n\n#NFT #NFTs #NFTCommunity #NFTGiveaway #NFTGi\xe2\x80\xa6',first people follow accepted club immediately,,first people follow accepted club immediately
2022-01-23 23:59:03+00:00,"b'RT @qNalydp: NFT GIVEAWAY\n\nA few days left to mint ""Crypto Nooniz"".win 1 for FREE!\nstrong community, art is Hand drawn and unbelievable cut\xe2\x80\xa6'",days left mint `` '' free community art hand drawn unbelievable,free unbelievable,day left mint `` `` free community art hand drawn unbelievable
2022-01-23 23:59:03+00:00,"b""RT @Grumpy_Pandaz: Do you know what makes us different from other NFTs? \xf0\x9f\x90\xbc\n\nIt's that we are not tied to any other crypto-currency but to ou\xe2\x80\xa6""",'' know makes us different tied '',different,'' know make u different tied ``
2022-01-23 23:59:03+00:00,"b""RT @nxrthy: HOW DID I MISS @Metapreneur_nft before they sell out??? \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf Anyways, still have time to \xf0\x9f\xa7\xb9\xf0\x9f\xa7\xb9 the floor before it's too late! This\xe2\x80\xa6""",'' miss sell anyways still time floor late '',late,'' miss sell anyways still time floor late ``
2022-01-23 23:59:03+00:00,b'RT @Marukai07: #NFTGiveaway \n\nGiving away this Xmas Little One by @metazooxyz\n@decentraland #Wearables #NFT to one of you who follows these\xe2\x80\xa6',away little one one follows,little,away little one one follows
2022-01-23 23:59:03+00:00,b'RT @EreNfnbr: \xf0\x9f\x91\x91GUYS Whitelist registration is OPEN!\xf0\x9f\x91\x91\n\n\xf0\x9f\x9a\x80We are glad to announce that Whitelist registration form is now available https://t.\xe2\x80\xa6',registration open glad announce registration form available,open available,registration open glad announce registration form available
2022-01-23 23:59:03+00:00,"b'RT @CryptoVonDoom: Gratitude giveaway #50 \xe2\x9d\xa4\xef\xb8\x8f\n\nAKA: OMFG, IT\xe2\x80\x99S MY BIRTHDAY!\n\n1 winner gets an NFT from my collection of 1400+ NFTs!\n\nI\xe2\x80\x99ve go\xe2\x80\xa6'",gratitude giveaway birthday winner gets collection,giveaway,gratitude giveaway birthday winner get collection
2022-01-23 23:59:03+00:00,b'RT @Amysarchive1: \xf0\x9f\x8e\x89WHITELIST GIVEAWAY FOR W.O.C\n\n\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x94\xa5We have 10 days until mint lets gooo!\n\n\xf0\x9f\x93\x8cI\xe2\x80\x99ll pick 15 winners for WL:\n\n\xf0\x9f\x91\x87To enter:\n\n1.)C\xe2\x80\xa6',giveaway days mint lets pick winners enter,giveaway pick,giveaway day mint let pick winner enter
2022-01-23 23:59:03+00:00,"b""RT @BillionairesDAO: \xf0\x9f\x9a\xa8CRAZIEST GIVEAWAY EVER\xf0\x9f\x9a\xa8\n\nOur DAO have PARTNERED with @Coinbase_NFT so we're giving not 1 not 2 not 3 but 4 #HAPE @HAP\xe2\x80\xa6""",'' giveaway partnered giving '',,'' giveaway partnered giving ``
2022-01-23 23:59:03+00:00,"b'RT @openseaNFT0: GIVEAWAY\xf0\x9f\x8f\x86\n\n5,000$ in $ETH --- 5 lucky winners!\n\nTo win:\n1. Follow @tieguy_nft \n2. Like &amp; Retweet\n3. Drop your wallet addre\xe2\x80\xa6'",-- lucky winners win follow like amp drop wallet,lucky,-- lucky winner win follow like amp drop wallet
2022-01-23 23:59:02+00:00,b'RT @hunterdotgame: \xe2\x9a\xa1\xef\xb8\x8fFLASH DISCORD GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x8e\x895 WL &amp; ETH contest in Discord everyday!! \xf0\x9f\x8e\x89\n\nJoin Discord\xf0\x9f\x91\x87 to WIN: \nhttps://t.co/ZKKjWlilqM\xe2\x80\xa6',discord amp contest discord everyday win,,discord amp contest discord everyday win
2022-01-23 23:59:02+00:00,b'RT @CYBR_nft: We are about to change NFT Gaming. Do not blink.\n\nDiscord coming soon.\n\n#NFT #NFTGaming https://t.co/TLqbiA0uec',change gaming coming,,change gaming coming
2022-01-23 23:59:02+00:00,b'RT @hunterdotgame: \xe2\x9a\xa1\xef\xb8\x8fFLASH DISCORD GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x8e\x895 WL &amp; ETH contest in Discord everyday!! \xf0\x9f\x8e\x89\n\nJoin Discord\xf0\x9f\x91\x87 to WIN: \nhttps://t.co/ZKKjWlilqM\xe2\x80\xa6',discord amp contest discord everyday win,,discord amp contest discord everyday win
2022-01-23 23:59:02+00:00,b'RT @ibcig: Recent updates by @bloktopia \n\n\xf0\x9f\x94\xb7 $BPAD token is set to launch on 28th Jan 2022 on https://t.co/13liUCgLbn \n\n\xf0\x9f\x94\xb7 Existing $Blok hol\xe2\x80\xa6',recent token set launch existing,recent,recent token set launch existing
2022-01-23 23:59:02+00:00,b'RT @XparrotsNFT: \xf0\x9f\xa6\x9c#XParrots x \xf0\x9f\xa6\x81#LameLionsxrpl COLLAB GIVEAWAY!\n\n\xe2\x9c\x858 WINNERS\n4- 0.5 XParrot Each (XParrots tweet)\n4 - 0.5 XLion  Each  (Lame\xe2\x80\xa6',giveaway,,giveaway
2022-01-23 23:59:02+00:00,b'RT @bigger: Whitelisting 10 people wanting to be part of Super Apes! Almost 20k on Discord! \xf0\x9f\xa6\x8d\xf0\x9f\x9a\x80\n\nTo enter \xf0\x9f\x91\x87 \n- Like &amp; RT\n- Follow me &amp; @Supe\xe2\x80\xa6',people wanting part super almost discord enter like amp follow amp,discord,people wanting part super almost discord enter like amp follow amp
2022-01-23 23:59:02+00:00,b'RT @hunterdotgame: \xe2\x9a\xa1\xef\xb8\x8fFLASH DISCORD GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x8e\x895 WL &amp; ETH contest in Discord everyday!! \xf0\x9f\x8e\x89\n\nJoin Discord\xf0\x9f\x91\x87 to WIN: \nhttps://t.co/ZKKjWlilqM\xe2\x80\xa6',discord amp contest discord everyday win,,discord amp contest discord everyday win
2022-01-23 23:59:02+00:00,b'RT @NFT_DROPNEWS: We are excited to collaborate with our friends at \n@LilHeroesNFT by Edgar Plans to give away 1 NFT!\n\nHow to enter:\n1. Lik\xe2\x80\xa6',excited collaborate friends plans give away enter,excited,excited collaborate friend plan give away enter
2022-01-23 23:59:02+00:00,b'RT @hunterdotgame: \xe2\x9a\xa1\xef\xb8\x8fFLASH DISCORD GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x8e\x895 WL &amp; ETH contest in Discord everyday!! \xf0\x9f\x8e\x89\n\nJoin Discord\xf0\x9f\x91\x87 to WIN: \nhttps://t.co/ZKKjWlilqM\xe2\x80\xa6',discord amp contest discord everyday win,,discord amp contest discord everyday win
2022-01-23 23:59:02+00:00,b'RT @SpencerCUH: \xf0\x9f\x9a\xa8 #NFTGiveaway \xf0\x9f\x94\xa5\n\n\xf0\x9f\x90\x98Be part of the herd and do good for the world and yourself \xf0\x9f\x90\x98\n\n\xf0\x9f\x94\xa5 Giving away 20 WL Spots! \xf0\x9f\x94\xa5\n\n1\xef\xb8\x8f\xe2\x83\xa3 Join Dis\xe2\x80\xa6',part herd good world giving away spots join,good,part herd good world giving away spot join
2022-01-23 23:59:02+00:00,b'RT @MontanaBlack: Montanablack x \n@OogaVerse\n\nOogaVerse just launched their new MekaApes NFT Game! Public sale is live now!\n\nTo celebrate t\xe2\x80\xa6',launched new game public sale live celebrate,new public live,launched new game public sale live celebrate
2022-01-23 23:59:02+00:00,b'Thanks for the opportunity done everything\n#NFT  #NFTs #ETH #NFTdrop \nDiscord Venuz#2757 https://t.co/zeYa0ygp2P https://t.co/QwRiaP9A7O',opportunity done,,opportunity done
2022-01-23 23:59:02+00:00,b'RT @hunterdotgame: \xe2\x9a\xa1\xef\xb8\x8fFLASH DISCORD GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x8e\x895 WL &amp; ETH contest in Discord everyday!! \xf0\x9f\x8e\x89\n\nJoin Discord\xf0\x9f\x91\x87 to WIN: \nhttps://t.co/ZKKjWlilqM\xe2\x80\xa6',discord amp contest discord everyday win,,discord amp contest discord everyday win
2022-01-23 23:59:02+00:00,b'@ParisHilton @jimmyfallon @FallonTonight Definitely @SuperlativeApes DOPEST COMMUNITY IN NFT! https://t.co/5LeJoWnfxj',definitely community,,definitely community
2022-01-23 23:59:02+00:00,b'RT @quantwhale: \xf0\x9f\x8e\x81\xf0\x9f\x94\xa5INVISIBLE WOMAN FIRST APPEARANCE GIVEAWAY\xf0\x9f\x94\xa5\xf0\x9f\x8e\x81\n\nTo enter just\xf0\x9f\x91\x87\n\xe2\x9c\x85Retweet\n\xe2\x9c\x85Follow @quantwhale\n\nChosen randomly in 48hrs. Free\xe2\x80\xa6',woman first appearance enter randomly,first,woman first appearance enter randomly
2022-01-23 23:59:02+00:00,"b'RT @Nakamoto_fish: Based on the essence of free exploration games: fishing, combined with metaverse + NFT + GameFi technology.\n\n\xe2\x9e\xa1 https://t\xe2\x80\xa6'",based essence free exploration games fishing combined,free,based essence free exploration game fishing combined
2022-01-23 23:59:02+00:00,"b""@mooncat2878 ah so that's how u got ur name""",'' ah got name '',name,'' ah got name ``
2022-01-23 23:59:02+00:00,b'RT @ALCrego_: Visual Massage.\nA stumble can free you from the hole.\n\n#gifart #digitalart #raredigitalart #cryptoart #nft #nftart https://t.\xe2\x80\xa6',visual stumble free,visual stumble free,visual stumble free
2022-01-23 23:59:02+00:00,b'RT @0xSummy: $500 | one winner | 48 hours \n\n\xe2\x80\xa2 250\nMust retweet this and follow @plurapeclub  &amp; myself \n\n\xe2\x80\xa2 $250\nJoin discord (post proof)\nht\xe2\x80\xa6',one winner hours follow amp discord post proof,,one winner hour follow amp discord post proof
2022-01-23 23:59:02+00:00,b'RT @NftPhhuoo: Drop your $ETH address \xef\xbc\x81\nI prepared 2.7ETH and 10 #NFT\nFollow  and RT to win',drop address prepared win,,drop address prepared win
2022-01-23 23:59:01+00:00,b'RT @Pluxski: \xf0\x9f\xa6\x81LLC Giveaway\xf0\x9f\xa6\x81\n@Lucky_Lion_Club is giving away 1 Gorgeous NFT\n\nProbably one of the cleanest 8K NFT ever made\xf0\x9f\x94\xa5\nCrafted by The W\xe2\x80\xa6',giving away gorgeous one ever,gorgeous,giving away gorgeous one ever
2022-01-23 23:59:01+00:00,b'RT @POODLETOKEN: Probably nothing. \xf0\x9f\x99\x83\n\n#Crypto #verified #bscgem #altcoin #bscgems #NFT #NFTs #AugmentedReality #cryptocurrencies \n#WAGMI #W\xe2\x80\xa6',probably nothing verified,,probably nothing verified
2022-01-23 23:59:01+00:00,b'RT @FearSplashy: \xf0\x9f\x83\x8f Ace Of Apes \xf0\x9f\x83\x8f \n#nftgiveaway #NFT #NFTs \n \n@aceofapes are starting to pick up some traction! They are innovators in the N\xe2\x80\xa6',ace starting pick innovators,pick,ace starting pick innovator
2022-01-23 23:59:01+00:00,b'RT @GlexCrypto: \xf0\x9f\x91\x91GUYS Whitelist registration is OPEN!\xf0\x9f\x91\x91\n\n\xf0\x9f\x9a\x80We are glad to announce that Whitelist registration form is now available https://\xe2\x80\xa6',registration open glad announce registration form available,open available,registration open glad announce registration form available
2022-01-23 23:59:01+00:00,b'RT @cay25: \xf0\x9f\x91\x91GUYS Whitelist registration is OPEN!\xf0\x9f\x91\x91\n\n\xf0\x9f\x9a\x80We are glad to announce that Whitelist registration form is now available https://t.co/\xe2\x80\xa6',registration open glad announce registration form available,open available,registration open glad announce registration form available
2022-01-23 23:59:01+00:00,"b'RT @Muntjes2: @Museteam1 @WhaleEverything MetaDog\n- NFT Greyhounds \n- NFT race betting \n- play2earn, stake of invest! \n#metadog #p2e #nft #\xe2\x80\xa6'",race betting stake invest,,race betting stake invest
2022-01-23 23:59:01+00:00,"b'RT @KIM0___: Reminder, \xf0\x9f\xa6\x8bButterflies is still available on @opensea for 0.1$ETH\n\nLooking for a collector to scoop this one up \xf0\x9f\xa4\x8d\n\n#NFTCommuni\xe2\x80\xa6'",reminder still available collector scoop one,available,reminder still available collector scoop one
